Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
51,30482.0,17254,664.0,33,4,20.87,36,0.12,Master's,Full-time,Married,Yes,Yes,Auto,No,1
23,60752.0,59548,526.0,6,2,20.22,36,0.2,Bachelor's,Unemployed,Single,Yes,Yes,Education,No,1
39,131293.0,122611,601.0,9,2,7.83,12,0.07,High School,Self-employed,Married,No,Yes,Auto,No,1
28,20922.0,33927,534.0,48,4,3.74,36,0.06,Bachelor's,Full-time,Single,Yes,No,Auto,No,1
65,24028.0,79329,606.0,87,2,11.85,36,0.39,Bachelor's,Self-employed,Single,Yes,Yes,Home,Yes,1
33,23952.0,72330,689.0,9,2,6.81,36,0.21,Bachelor's,Part-time,Single,Yes,Yes,Auto,No,1
50,15740.0,22865,712.0,4,1,10.34,60,0.15,Bachelor's,Part-time,Single,No,Yes,Auto,Yes,1
26,,155534,731.0,119,2,22.21,48,0.73,High School,Full-time,Married,Yes,No,Business,No,1
23,53877.0,54739,606.0,11,2,14.87,36,0.15,High School,Part-time,Divorced,No,Yes,Education,No,1
33,47291.0,31337,629.0,45,1,11.29,24,0.07,Bachelor's,Full-time,Single,No,No,Education,No,1
46,17589.0,15773,697.0,14,4,15.06,36,0.14,Bachelor's,Part-time,Married,Yes,Yes,Auto,No,1
20,17511.0,43485,733.0,89,2,4.3,36,0.11,Master's,Full-time,Divorced,No,Yes,Education,No,1
37,23267.0,83585,648.0,27,3,18.73,36,0.67,High School,Full-time,Married,No,No,Education,Yes,1
53,27001.0,63632,714.0,16,4,14.46,48,0.34,Bachelor's,Full-time,Divorced,Yes,No,Home,Yes,1
36,69051.0,82908,612.0,5,4,23.34,48,0.28,High School,Full-time,Married,No,No,Auto,No,1
43,21076.0,99144,477.0,8,2,10.67,12,0.5,High School,Full-time,Married,No,No,Business,Yes,1
20,16578.0,39896,737.0,58,2,6.11,36,0.15,Bachelor's,Full-time,Married,No,Yes,Education,No,1
36,32529.0,49058,707.0,1,4,5.95,36,0.09,High School,Self-employed,Married,No,No,Auto,Yes,1
37,33848.0,262958,651.0,5,1,20.86,24,0.95,High School,Unemployed,Married,No,Yes,Business,No,1
49,35982.0,211617,674.0,6,4,12.14,36,0.71,Bachelor's,Full-time,Single,No,No,Auto,Yes,1
24,76386.0,37149,758.0,2,3,8.42,24,0.05,High School,Full-time,Married,No,No,Auto,Yes,0
69,18610.0,74345,659.0,34,2,19.35,36,0.77,Bachelor's,Full-time,Married,No,No,Home,No,1
58,57602.0,23684,414.0,119,2,18.22,36,0.07,Master's,Full-time,Married,No,No,Education,No,1
50,29434.0,14941,487.0,4,1,22.03,48,0.11,High School,Full-time,Married,No,No,Auto,No,1
57,27986.0,92764,773.0,48,2,21.05,36,0.7,Bachelor's,Full-time,Divorced,No,No,Auto,No,1
56,109369.0,39381,710.0,5,1,4.15,36,0.05,High School,Self-employed,Single,Yes,Yes,Auto,No,0
35,24997.0,16691,756.0,109,2,5.78,48,0.05,Bachelor's,Full-time,Single,No,No,Business,No,0
57,51004.0,90339,786.0,21,3,12.14,36,0.22,Master's,Unemployed,Married,No,No,Education,No,1
18,26261.0,153026,781.0,56,2,21.68,36,0.95,Bachelor's,Full-time,Divorced,No,No,Auto,Yes,1
28,39763.0,167429,540.0,5,3,18.42,36,0.78,Bachelor's,Part-time,Married,No,No,Auto,No,1
45,69010.0,59430,642.0,64,4,4.86,24,0.05,Master's,Self-employed,Single,Yes,No,Business,No,1
42,89715.0,44194,584.0,2,1,6.17,12,0.05,Bachelor's,Part-time,Single,Yes,No,Auto,No,1
67,78856.0,14179,673.0,0,2,12.21,24,0.05,Bachelor's,Full-time,Divorced,No,Yes,Business,No,1
40,45544.0,99441,544.0,37,2,17.14,24,0.37,Bachelor's,Self-employed,Single,Yes,No,Business,No,1
48,25013.0,179378,663.0,3,4,6.3,48,0.45,High School,Part-time,Single,No,Yes,Education,No,1
47,52885.0,137142,513.0,60,3,3.83,24,0.1,Master's,Full-time,Divorced,Yes,No,Business,No,1
59,,88607,630.0,29,2,2.41,36,0.05,High School,Self-employed,Married,No,Yes,Home,No,1
52,15376.0,5274,783.0,12,2,4.87,36,0.05,High School,Full-time,Married,No,Yes,Education,No,0
24,35244.0,36429,602.0,9,2,11.02,12,0.11,Master's,Full-time,Single,No,Yes,Other,No,1
33,79861.0,36730,601.0,2,2,21.02,48,0.1,High School,Unemployed,Single,No,Yes,Home,No,1
43,38538.0,139867,670.0,34,4,2.89,60,0.1,High School,Unemployed,Single,No,No,Business,No,1
65,28057.0,9074,675.0,74,3,16.95,24,0.05,Bachelor's,Full-time,Married,No,Yes,Auto,No,0
69,86895.0,50457,686.0,42,3,4.95,36,0.05,Bachelor's,Full-time,Divorced,No,Yes,Auto,Yes,0
66,20931.0,13780,592.0,28,3,12.82,24,0.08,High School,Self-employed,Divorced,No,Yes,Auto,No,1
19,23093.0,70134,608.0,3,2,8.32,36,0.25,Master's,Full-time,Divorced,No,No,Auto,No,1
18,55695.0,99286,665.0,52,2,20.45,48,0.36,Bachelor's,Self-employed,Single,Yes,Yes,Home,No,1
65,30208.0,66626,743.0,100,2,16.61,60,0.37,High School,Full-time,Single,No,Yes,Auto,No,1
29,58691.0,99963,597.0,9,1,8.53,36,0.15,Bachelor's,Self-employed,Divorced,No,No,Auto,No,1
22,21006.0,61112,643.0,16,1,13.07,24,0.38,High School,Self-employed,Married,Yes,No,Education,No,1
54,25174.0,17631,495.0,0,2,18.65,36,0.13,High School,Part-time,Single,Yes,No,Education,No,1
49,20962.0,33940,622.0,53,1,21.07,48,0.34,Bachelor's,Full-time,Single,No,Yes,Auto,No,1
26,121949.0,193610,677.0,0,2,15.63,12,0.25,Bachelor's,Full-time,Married,Yes,Yes,Auto,Yes,1
58,33195.0,25395,733.0,19,1,15.52,12,0.12,High School,Full-time,Divorced,No,No,Other,Yes,1
52,29395.0,8895,593.0,25,2,4.27,36,0.05,Master's,Full-time,Married,No,Yes,Home,No,1
36,15500.0,34151,674.0,1,2,13.47,24,0.3,Bachelor's,Self-employed,Married,No,Yes,Other,No,1
65,20829.0,32371,683.0,5,3,19.94,36,0.31,Bachelor's,Full-time,Single,No,No,Business,No,1
33,34134.0,43127,507.0,46,2,17.01,36,0.21,Bachelor's,Full-time,Single,No,No,Education,No,1
20,17483.0,54300,553.0,8,3,3.05,48,0.09,Bachelor's,Part-time,Divorced,No,Yes,Education,No,1
37,40020.0,297960,702.0,38,2,17.39,48,0.95,High School,Unemployed,Divorced,No,No,Business,No,1
41,36244.0,89692,665.0,41,3,10.86,48,0.27,Master's,Full-time,Single,No,Yes,Home,No,1
50,66010.0,7193,668.0,15,4,17.05,60,0.05,Bachelor's,Self-employed,Divorced,No,Yes,Education,No,0
41,52738.0,79836,580.0,1,2,19.85,36,0.3,Bachelor's,Self-employed,Married,Yes,No,Auto,No,1
69,35667.0,109315,536.0,0,3,5.84,24,0.18,Master's,Full-time,Divorced,Yes,No,Education,Yes,1
28,23905.0,140589,700.0,20,1,21.15,60,0.95,Bachelor's,Full-time,Married,Yes,Yes,Education,Yes,1
66,60422.0,38099,674.0,2,2,6.28,60,0.05,Bachelor's,Full-time,Divorced,No,No,Education,No,1
25,58068.0,27579,495.0,38,1,8.32,12,0.05,Master's,Part-time,Married,No,No,Education,Yes,1
53,20824.0,114702,651.0,14,3,16.97,36,0.93,PhD,Full-time,Single,No,No,Education,No,1
55,101176.0,95200,811.0,34,2,18.0,36,0.17,Bachelor's,Self-employed,Single,Yes,No,Home,No,1
57,17330.0,51077,710.0,15,2,11.37,36,0.34,Master's,Self-employed,Married,No,No,Auto,No,1
37,16981.0,12525,583.0,29,2,4.48,48,0.05,Bachelor's,Self-employed,Single,No,Yes,Home,No,1
52,22260.0,68292,674.0,53,1,22.18,36,0.68,Bachelor's,Full-time,Single,No,No,Home,Yes,1
65,99069.0,9075,642.0,64,1,9.63,24,0.05,High School,Full-time,Married,No,Yes,Education,No,0
42,40688.0,11346,799.0,0,2,23.28,24,0.06,Master's,Full-time,Single,No,No,Auto,No,1
52,69281.0,29130,564.0,31,2,20.68,36,0.09,High School,Self-employed,Married,Yes,Yes,Auto,Yes,1
42,24049.0,32834,770.0,24,1,8.5,24,0.12,Bachelor's,Full-time,Single,Yes,No,Auto,No,1
46,38582.0,42190,558.0,30,2,18.46,36,0.2,High School,Self-employed,Single,No,Yes,Auto,No,1
35,30526.0,29853,688.0,1,1,8.01,36,0.08,Bachelor's,Full-time,Divorced,Yes,No,Auto,No,1
63,76574.0,7062,714.0,2,1,2.55,36,0.05,Bachelor's,Part-time,Married,No,Yes,Education,No,0
35,15800.0,15276,758.0,20,2,7.78,12,0.08,High School,Self-employed,Single,Yes,No,Education,Yes,1
19,24782.0,12337,725.0,1,2,5.52,36,0.05,High School,Full-time,Single,No,Yes,Education,No,0
52,20794.0,38851,530.0,44,1,8.77,48,0.16,Bachelor's,Full-time,Divorced,No,Yes,Business,No,1
33,83611.0,19305,660.0,44,2,12.51,36,0.05,High School,Full-time,Single,Yes,No,Home,No,0
58,37058.0,25849,703.0,3,1,5.31,48,0.05,High School,Full-time,Single,Yes,No,Business,No,1
53,33125.0,43270,752.0,18,1,4.13,36,0.05,Bachelor's,Unemployed,Divorced,Yes,Yes,Auto,No,1
50,35891.0,21116,563.0,27,1,13.19,48,0.08,High School,Unemployed,Married,Yes,Yes,Auto,No,1
21,140050.0,21936,580.0,58,1,9.65,60,0.05,Bachelor's,Self-employed,Married,Yes,No,Business,No,0
50,81461.0,112437,535.0,120,2,11.83,36,0.16,Bachelor's,Full-time,Married,Yes,No,Other,Yes,1
31,57890.0,52655,659.0,0,2,23.79,36,0.22,High School,Unemployed,Single,No,Yes,Business,Yes,1
38,27010.0,121593,682.0,19,2,9.74,36,0.44,Master's,Full-time,Divorced,Yes,No,Auto,No,1
65,21318.0,48357,690.0,48,2,15.28,60,0.35,High School,Self-employed,Single,No,Yes,Education,No,1
37,104033.0,148988,637.0,47,3,12.65,24,0.18,High School,Full-time,Single,No,Yes,Home,No,1
25,34251.0,22641,650.0,23,3,18.22,48,0.12,Bachelor's,Full-time,Divorced,Yes,No,Auto,No,1
24,26437.0,62531,651.0,6,2,23.67,36,0.56,High School,Self-employed,Single,Yes,Yes,Business,No,1
20,37281.0,46977,640.0,24,2,13.51,36,0.17,Master's,Full-time,Divorced,No,No,Other,Yes,1
34,102471.0,155569,504.0,14,1,9.71,48,0.15,Master's,Full-time,Married,No,Yes,Business,No,1
50,32132.0,37526,578.0,15,2,5.57,36,0.07,High School,Full-time,Single,No,No,Auto,No,1
65,43945.0,120788,705.0,11,4,19.87,60,0.55,High School,Full-time,Single,No,No,Other,Yes,1
29,71853.0,54793,622.0,4,3,3.62,60,0.05,Master's,Full-time,Single,No,No,Home,No,1
68,34498.0,78971,617.0,40,2,14.79,24,0.34,PhD,Full-time,Married,Yes,No,Auto,No,1
39,24309.0,135765,767.0,36,1,18.81,36,0.95,Bachelor's,Unemployed,Single,No,No,Education,No,1
39,160000.0,351705,751.0,23,3,6.22,36,0.14,PhD,Full-time,Single,No,No,Business,Yes,1
63,124781.0,83813,597.0,13,2,12.58,48,0.08,High School,Unemployed,Single,Yes,Yes,Business,No,1
47,79909.0,27658,786.0,51,2,10.73,60,0.05,Bachelor's,Unemployed,Married,Yes,No,Education,No,0
55,55808.0,26315,643.0,5,1,6.63,36,0.05,Bachelor's,Part-time,Married,No,Yes,Education,Yes,1
55,27227.0,27185,727.0,17,3,21.4,36,0.21,Bachelor's,Self-employed,Married,No,Yes,Home,No,1
62,100631.0,11182,657.0,31,1,13.71,36,0.05,Bachelor's,Full-time,Single,No,Yes,Auto,No,0
68,26282.0,8305,605.0,51,3,20.84,24,0.07,High School,Self-employed,Single,Yes,Yes,Other,Yes,1
25,71472.0,57170,728.0,31,2,20.73,36,0.17,Bachelor's,Full-time,Married,No,No,Business,No,1
44,102646.0,104830,583.0,3,2,23.56,48,0.24,Bachelor's,Self-employed,Single,Yes,Yes,Business,No,1
44,47334.0,7208,646.0,3,2,22.23,24,0.05,Bachelor's,Part-time,Married,No,No,Business,Yes,1
51,71869.0,55170,659.0,1,2,18.12,36,0.14,Bachelor's,Self-employed,Single,Yes,No,Education,No,1
38,69906.0,32890,627.0,24,1,16.86,36,0.08,Bachelor's,Full-time,Married,No,No,Education,No,1
47,22511.0,138807,544.0,8,1,5.61,60,0.35,High School,Full-time,Married,No,No,Education,No,1
50,53583.0,14426,703.0,5,3,11.45,12,0.05,Master's,Self-employed,Single,No,No,Education,No,1
45,18434.0,54728,738.0,2,2,14.4,24,0.43,Bachelor's,Full-time,Married,Yes,Yes,Education,No,1
64,39814.0,217263,673.0,30,2,3.36,24,0.18,Master's,Self-employed,Single,Yes,Yes,Education,Yes,1
50,21195.0,30390,595.0,42,2,5.4,24,0.08,Master's,Full-time,Single,No,No,Auto,No,1
22,33845.0,86235,844.0,58,2,16.1,12,0.41,Bachelor's,Full-time,Married,Yes,No,Other,No,1
65,77637.0,133454,640.0,27,1,5.24,36,0.09,High School,Full-time,Single,No,No,Auto,No,1
36,160000.0,17363,638.0,13,3,9.44,24,0.05,Bachelor's,Part-time,Single,Yes,Yes,Auto,Yes,0
21,28393.0,298788,411.0,19,1,2.82,24,0.3,High School,Part-time,Single,Yes,No,Home,No,1
52,41571.0,104450,554.0,30,1,5.73,24,0.14,High School,Part-time,Single,Yes,Yes,Business,No,1
66,40060.0,13879,758.0,37,2,14.2,36,0.05,Bachelor's,Full-time,Single,No,Yes,Business,Yes,0
34,123075.0,27340,,31,2,16.12,36,0.05,Bachelor's,Full-time,Single,No,Yes,Business,Yes,0
61,37792.0,63844,769.0,98,1,4.26,60,0.07,Bachelor's,Self-employed,Single,Yes,No,Auto,No,0
45,57034.0,134726,571.0,41,3,7.31,24,0.17,High School,Self-employed,Married,Yes,No,Education,Yes,1
47,104192.0,18002,700.0,41,4,10.7,24,0.05,Bachelor's,Full-time,Single,No,No,Auto,Yes,0
46,31359.0,83828,626.0,51,2,17.01,12,0.45,Bachelor's,Full-time,Single,No,No,Education,No,1
63,96341.0,23935,629.0,18,2,3.65,36,0.05,Bachelor's,Full-time,Single,No,No,Other,Yes,0
23,102304.0,103213,549.0,9,3,11.88,36,0.12,Master's,Full-time,Single,No,Yes,Business,No,1
52,108406.0,74014,704.0,50,2,18.21,24,0.12,Bachelor's,Self-employed,Single,No,No,Business,No,1
58,26036.0,49402,552.0,18,2,5.09,36,0.1,Bachelor's,Part-time,Married,Yes,No,Education,No,1
54,32899.0,67966,464.0,28,2,14.0,24,0.29,Master's,Part-time,Single,Yes,No,Education,Yes,1
41,86514.0,130464,625.0,16,3,11.7,24,0.18,High School,Full-time,Divorced,No,No,Other,Yes,1
46,30574.0,34307,442.0,15,4,10.6,36,0.12,High School,Full-time,Married,Yes,Yes,Education,No,1
66,47092.0,92985,591.0,33,3,22.55,60,0.45,High School,Full-time,Married,Yes,No,Education,No,1
63,19396.0,15383,710.0,32,2,10.7,60,0.08,Bachelor's,Full-time,Single,No,No,Auto,No,1
48,17027.0,77475,756.0,11,2,11.83,12,0.54,Bachelor's,Full-time,Divorced,Yes,No,Other,No,1
52,33585.0,88335,714.0,6,4,3.37,60,0.09,Master's,Full-time,Single,No,No,Home,No,1
50,45272.0,40111,640.0,4,2,10.03,36,0.09,Bachelor's,Full-time,Married,No,No,Business,Yes,1
69,32455.0,99682,613.0,3,1,13.52,36,0.42,High School,Full-time,Married,No,No,Auto,Yes,1
38,45174.0,53865,581.0,51,2,2.21,36,0.05,High School,Self-employed,Single,No,No,Auto,Yes,1
49,40332.0,170190,786.0,10,2,3.09,48,0.13,High School,Unemployed,Single,No,Yes,Home,Yes,1
40,55510.0,12158,553.0,34,1,7.26,36,0.05,Master's,Unemployed,Single,Yes,Yes,Home,No,1
50,51697.0,13412,670.0,10,1,18.33,48,0.05,Bachelor's,Full-time,Single,No,Yes,Auto,Yes,1
20,34322.0,115872,710.0,32,2,19.23,24,0.65,Bachelor's,Full-time,Divorced,No,No,Business,No,1
35,34368.0,115846,491.0,120,4,19.63,36,0.66,High School,Unemployed,Single,Yes,Yes,Education,Yes,1
42,20310.0,43231,454.0,2,1,14.61,36,0.31,Bachelor's,Self-employed,Married,No,No,Business,No,1
59,40199.0,204391,710.0,31,2,20.38,36,0.95,Master's,Self-employed,Married,No,Yes,Education,Yes,1
48,45965.0,73251,536.0,9,2,5.02,36,0.08,Bachelor's,Full-time,Single,Yes,Yes,Auto,No,1
20,37651.0,248956,686.0,2,2,22.32,12,0.95,Bachelor's,Full-time,Single,No,Yes,Home,No,1
57,28793.0,50607,585.0,2,4,19.74,48,0.35,High School,Self-employed,Divorced,Yes,Yes,Home,No,1
63,59760.0,18509,682.0,13,4,15.19,48,0.05,Bachelor's,Full-time,Single,No,No,Education,No,1
41,17715.0,40261,694.0,23,1,14.78,48,0.34,Bachelor's,Full-time,Married,No,Yes,Business,No,1
67,101048.0,241199,745.0,31,3,4.45,60,0.11,Bachelor's,Full-time,Married,No,No,Home,No,1
49,15730.0,32761,697.0,25,3,19.62,24,0.41,Bachelor's,Full-time,Single,No,No,Other,Yes,1
64,129779.0,193816,679.0,68,4,12.96,12,0.19,Bachelor's,Full-time,Married,Yes,Yes,Education,No,1
39,36719.0,100679,807.0,5,1,20.07,48,0.55,Master's,Full-time,Married,Yes,No,Business,No,1
40,33625.0,40015,576.0,52,4,8.94,48,0.11,Bachelor's,Part-time,Married,Yes,Yes,Business,No,1
19,25370.0,51836,664.0,22,1,3.12,24,0.06,Bachelor's,Self-employed,Single,No,No,Education,No,1
44,15354.0,61103,737.0,59,3,13.12,24,0.52,Bachelor's,Full-time,Single,No,No,Auto,No,1
59,26245.0,70754,433.0,16,3,21.39,48,0.58,High School,Self-employed,Single,Yes,No,Auto,Yes,1
19,19055.0,9788,789.0,19,3,3.95,60,0.05,High School,Full-time,Single,Yes,Yes,Education,No,0
43,52739.0,167712,645.0,16,2,11.06,36,0.35,Bachelor's,Full-time,Married,No,No,Auto,No,1
34,28450.0,59529,696.0,3,3,20.35,60,0.43,PhD,Full-time,Married,Yes,Yes,Home,Yes,1
57,66012.0,165548,618.0,4,2,7.03,48,0.18,High School,Self-employed,Single,No,Yes,Home,No,1
50,23113.0,64963,697.0,21,2,7.77,24,0.22,High School,Full-time,Married,Yes,No,Education,No,1
26,95672.0,38834,682.0,22,3,15.67,24,0.06,Bachelor's,Full-time,Single,Yes,No,Other,Yes,1
60,40907.0,55211,564.0,18,2,21.02,24,0.28,Master's,Unemployed,Single,Yes,Yes,Education,No,1
65,19256.0,111142,622.0,0,2,14.69,36,0.85,High School,Full-time,Divorced,Yes,No,Home,Yes,1
56,32928.0,28682,702.0,21,2,4.24,36,0.05,Master's,Full-time,Single,Yes,No,Education,Yes,0
46,23107.0,193044,785.0,4,3,22.45,60,0.95,High School,Self-employed,Single,No,No,Auto,No,1
59,22796.0,42636,628.0,25,2,13.78,36,0.26,Bachelor's,Full-time,Single,No,No,Business,No,1
43,39708.0,192737,550.0,10,1,9.54,12,0.46,Bachelor's,Full-time,Single,No,Yes,Business,Yes,1
52,54004.0,132595,690.0,120,2,18.58,24,0.46,High School,Full-time,Married,No,No,Auto,No,1
67,99913.0,92573,634.0,13,2,17.21,60,0.16,Bachelor's,Self-employed,Married,Yes,No,Other,Yes,1
42,39411.0,42803,728.0,51,2,8.74,36,0.09,Bachelor's,Part-time,Married,Yes,No,Home,No,1
41,133183.0,58050,596.0,8,3,20.82,60,0.09,Master's,Full-time,Married,No,No,Business,No,1
30,114436.0,114220,544.0,6,4,3.85,60,0.05,High School,Full-time,Single,Yes,Yes,Business,No,1
24,85103.0,52123,793.0,7,1,21.34,60,0.13,Master's,Self-employed,Divorced,No,No,Home,No,1
53,39258.0,85408,619.0,12,1,4.22,60,0.09,High School,Full-time,Divorced,No,No,Business,Yes,1
62,20315.0,98827,583.0,56,3,2.79,48,0.14,Bachelor's,Full-time,Divorced,Yes,No,Education,No,1
37,23602.0,48181,601.0,43,2,21.03,36,0.43,PhD,Full-time,Married,Yes,No,Other,No,1
18,51511.0,51104,779.0,17,3,3.45,60,0.05,High School,Full-time,Single,No,No,Auto,No,0
25,34171.0,18226,850.0,6,2,23.81,48,0.13,Bachelor's,Self-employed,Single,No,No,Home,No,1
63,20556.0,21841,592.0,1,3,3.81,36,0.05,Bachelor's,Full-time,Single,No,No,Education,No,1
33,37819.0,146196,643.0,28,2,20.23,48,0.78,Bachelor's,Full-time,Married,Yes,Yes,Business,Yes,1
31,15615.0,115078,687.0,36,4,23.21,48,0.95,High School,Self-employed,Married,No,No,Auto,No,1
29,61335.0,5610,501.0,27,2,14.6,36,0.05,Master's,Self-employed,Married,No,Yes,Education,No,1
68,17675.0,127131,616.0,20,2,5.72,24,0.41,High School,Full-time,Married,Yes,No,Auto,No,1
40,49715.0,6533,820.0,108,1,5.56,24,0.05,PhD,Full-time,Divorced,No,Yes,Business,No,0
32,70128.0,41780,632.0,0,3,18.73,60,0.11,Master's,Full-time,Married,No,No,Education,Yes,1
45,19980.0,9188,767.0,120,4,3.48,12,0.05,High School,Full-time,Married,Yes,No,Auto,No,0
51,40589.0,213084,654.0,9,3,17.09,48,0.9,Bachelor's,Full-time,Single,No,No,Home,No,1
19,67846.0,220221,479.0,14,3,8.34,36,0.27,High School,Full-time,Divorced,Yes,No,Home,No,1
49,25568.0,61630,744.0,41,2,22.39,36,0.54,Master's,Full-time,Married,No,No,Auto,Yes,1
40,21224.0,34875,630.0,7,2,14.19,24,0.23,Bachelor's,Part-time,Single,No,No,Auto,No,1
39,29374.0,48045,781.0,37,2,6.89,24,0.11,High School,Full-time,Single,Yes,No,Education,No,1
68,43315.0,91204,677.0,12,3,20.63,36,0.43,High School,Full-time,Married,No,No,Education,Yes,1
42,44971.0,20153,660.0,84,2,23.63,48,0.11,High School,Full-time,Single,No,No,Auto,No,1
39,19909.0,39973,700.0,5,3,18.38,24,0.37,High School,Part-time,Married,No,Yes,Auto,No,1
39,36409.0,85197,692.0,80,4,17.35,36,0.41,PhD,Full-time,Married,No,Yes,Business,No,1
66,25932.0,35190,512.0,46,1,20.85,60,0.28,High School,Full-time,Married,Yes,Yes,Education,No,1
69,79585.0,6951,750.0,5,1,2.44,36,0.05,High School,Part-time,Single,No,Yes,Education,Yes,0
59,28169.0,47482,657.0,14,1,21.56,60,0.36,Bachelor's,Full-time,Divorced,No,No,Business,No,1
23,78858.0,85229,662.0,3,1,7.5,12,0.08,Bachelor's,Self-employed,Married,No,Yes,Home,No,1
32,34586.0,230858,695.0,27,2,14.99,36,0.95,High School,Self-employed,Married,No,No,Education,No,1
60,60386.0,7264,736.0,96,2,11.84,36,0.05,Bachelor's,Full-time,Married,No,Yes,Auto,Yes,0
54,,51581,749.0,2,2,11.54,24,0.15,Bachelor's,Full-time,Single,Yes,No,Education,No,1
50,49046.0,40863,716.0,8,2,11.91,36,0.1,High School,Part-time,Single,No,Yes,Business,No,1
25,32609.0,21659,511.0,42,1,17.04,36,0.11,Bachelor's,Self-employed,Single,No,Yes,Auto,Yes,1
61,66166.0,65927,653.0,18,2,16.87,36,0.17,Master's,Full-time,Married,No,No,Other,No,1
61,34380.0,15720,580.0,12,2,10.27,24,0.05,High School,Full-time,Divorced,No,No,Home,No,1
22,36402.0,25033,675.0,27,2,23.84,36,0.16,High School,Full-time,Single,Yes,Yes,Education,Yes,1
56,40520.0,96328,643.0,10,3,23.26,60,0.55,Bachelor's,Unemployed,Divorced,No,No,Auto,No,1
21,77396.0,42016,833.0,11,4,5.46,24,0.05,Bachelor's,Full-time,Divorced,No,Yes,Business,No,0
23,52694.0,308753,544.0,49,2,17.13,48,0.95,High School,Full-time,Divorced,No,Yes,Education,No,1
62,30032.0,34310,660.0,14,1,13.26,48,0.15,Bachelor's,Full-time,Married,Yes,No,Education,Yes,1
49,53837.0,42334,,36,2,7.96,36,0.06,High School,Full-time,Married,Yes,No,Home,No,1
69,50994.0,26422,620.0,4,2,19.78,48,0.1,Master's,Full-time,Married,No,No,Business,Yes,1
47,108587.0,21174,658.0,15,1,6.94,60,0.05,Bachelor's,Full-time,Single,Yes,No,Auto,No,0
64,79451.0,158279,842.0,24,4,16.75,36,0.33,High School,Part-time,Single,No,No,Home,No,1
52,51489.0,87896,690.0,9,1,18.19,24,0.31,Bachelor's,Full-time,Married,Yes,Yes,Home,No,1
57,29623.0,29334,788.0,16,2,10.86,36,0.11,High School,Full-time,Married,Yes,Yes,Auto,Yes,1
69,67927.0,77269,620.0,42,3,2.83,36,0.05,High School,Full-time,Married,No,No,Business,No,1
33,44965.0,207503,725.0,5,4,9.04,24,0.42,High School,Full-time,Single,Yes,No,Education,Yes,1
30,160000.0,9615,591.0,20,1,19.8,12,0.05,PhD,Self-employed,Divorced,No,No,Auto,No,1
67,24952.0,23432,585.0,9,1,16.81,24,0.16,Bachelor's,Self-employed,Divorced,No,Yes,Education,No,1
59,17905.0,18432,508.0,15,2,12.67,24,0.13,High School,Full-time,Single,No,Yes,Business,No,1
47,17535.0,127313,569.0,14,2,17.66,12,0.95,High School,Full-time,Divorced,Yes,No,Auto,Yes,1
36,50760.0,16847,664.0,31,1,6.75,36,0.05,High School,Full-time,Single,Yes,Yes,Other,No,0
34,113040.0,27096,791.0,43,1,22.37,36,0.05,Master's,Full-time,Divorced,Yes,No,Education,Yes,0
36,15067.0,52097,650.0,20,2,20.47,36,0.71,Bachelor's,Full-time,Divorced,No,Yes,Home,No,1
45,60282.0,63228,679.0,5,2,2.71,24,0.05,High School,Unemployed,Divorced,Yes,Yes,Education,No,1
43,52457.0,104073,757.0,60,1,16.73,60,0.33,Bachelor's,Full-time,Married,Yes,Yes,Education,No,1
54,61126.0,36386,632.0,6,2,8.1,48,0.05,High School,Full-time,Single,No,No,Auto,No,1
43,30369.0,50845,577.0,25,1,12.91,24,0.22,Bachelor's,Self-employed,Single,Yes,No,Education,No,1
40,75114.0,206941,586.0,22,4,6.34,36,0.17,Master's,Full-time,Single,Yes,Yes,Auto,Yes,1
26,16600.0,26174,755.0,10,2,18.15,12,0.29,Master's,Full-time,Married,No,No,Education,Yes,1
29,64289.0,22108,672.0,91,2,2.99,36,0.05,PhD,Self-employed,Single,No,Yes,Education,No,0
18,25874.0,79396,672.0,33,1,14.18,48,0.44,High School,Full-time,Divorced,Yes,Yes,Business,Yes,1
18,37675.0,93477,584.0,19,3,4.42,36,0.11,High School,Self-employed,Married,No,No,Business,No,1
